url	download_complete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=djr	incomplete
www.ics.uci.edu/ugrad/resources	incomplete
www.ics.uci.edu/community/news/view_news?id=1221	incomplete
www.ics.uci.edu/grad/courses	incomplete
www.ics.uci.edu/community/alumni	complete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=whayes	incomplete
mcs.ics.uci.edu/current-students/course-outline	incomplete
www.ics.uci.edu/ugrad/QA_Graduation	complete
www.ics.uci.edu/ugrad/policies/CS199_IN4MATX199	complete
www.ics.uci.edu/~yamingy	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=ebozorgz	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=zhengkai	incomplete
www.ics.uci.edu/~ziv	incomplete
www.ics.uci.edu/prospective/zh-tw/student-life/diversity	incomplete
www.ics.uci.edu/about/equity	complete
www.ics.uci.edu/~dfooshee	incomplete
mailman.ics.uci.edu/mailman/listinfo	incomplete
www.ics.uci.edu/~alexv	incomplete
www.ics.uci.edu/~ardalan	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=shz	incomplete
www.ics.uci.edu/prospective/vi/opportunities/applied-learning	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=dfkibler	incomplete
www.ics.uci.edu/~fowlkes	incomplete
www.ics.uci.edu/about/brenhall/index.php	complete
www.ics.uci.edu/computing/quarterlyAnnouncement/index.php	complete
www.ics.uci.edu/~djr	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=majumder	incomplete
www.ics.uci.edu/~dechter	incomplete
www.ics.uci.edu/involved	complete
www.ics.uci.edu/~lab/lab_schedule	incomplete
www.ics.uci.edu/faculty/index.php	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=nalini	incomplete
www.ics.uci.edu/community/news/view_news?id=1258	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=fowlkes	incomplete
www.ics.uci.edu/computing/linux/shell.php	complete
www.ics.uci.edu/%7elab/students/acct_activate.php	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=yunanc	incomplete
www.ics.uci.edu/statistics	incomplete
www.ics.uci.edu/prospective/zh-tw/opportunities/honors	incomplete
www.ics.uci.edu/~majumder	incomplete
thewitcher.com/en/witcher3	incomplete
www.ics.uci.edu/about/visit	incomplete
www.ics.uci.edu/community/news/view_news?id=1259	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=rickl	incomplete
www.ics.uci.edu/ugrad/sao/Course_updates	complete
mhcid.ics.uci.edu/program/events	incomplete
embedded.kookmin.ac.kr	incomplete
www.ics.uci.edu/~xhx	incomplete
www.variability.org	incomplete
emj.ics.uci.edu/papers/machine-learning-papers	incomplete
www.ics.uci.edu/prospective/en/opportunities/applied-learning	complete
www.cs.uci.edu	incomplete
www.ics.uci.edu/prospective/ko/opportunities/research	incomplete
www.ics.uci.edu/~irani	incomplete
www.ics.uci.edu/~sharad	incomplete
www.ics.uci.edu/prospective/ko/opportunities/honors	incomplete
www.ics.uci.edu/~mlevorat/ 	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=jsolson	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=pattis	incomplete
www.ics.uci.edu/%7Emlevorat	incomplete
mhcid.ics.uci.edu/people/mentors	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=dfredmil	incomplete
www.ics.uci.edu/~dan	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=marios	incomplete
www.linkedin.com/in/davide-callegaro?locale=en_US	incomplete
www.ics.uci.edu/prospective/vi/opportunities/entrepreneurship	incomplete
www.cs.uci.edu/wp-content/cs/uploads/ACD_3958-1.jpg	incomplete
www.ics.uci.edu/~smyth	incomplete
www.ics.uci.edu/community/news/view_news?id=1271	complete
www.ics.uci.edu/~feldman	incomplete
www.ics.uci.edu/~diy4	incomplete
www.ics.uci.edu/computing/linux/security.php	complete
www.ics.uci.edu/~hyungiko	incomplete
www.ics.uci.edu/prospective/zh-tw/opportunities/research	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=dgillen	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=levorato	incomplete
www.ics.uci.edu/~guix	incomplete
www.ics.uci.edu/prospective/zh-tw/opportunities/entrepreneurship	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=const	incomplete
www.ics.uci.edu/~eppstein	incomplete
www.ics.uci.edu/community/news/view_news?id=1137	incomplete
www.ics.uci.edu/grad/funding/index	complete
www.ics.uci.edu/community/news/view_news?id=1135	incomplete
www.ics.uci.edu/community/news/view_news?id=1134	incomplete
www.ics.uci.edu/community/news/view_news?id=1133	incomplete
www.ics.uci.edu/community/news/view_news?id=1132	incomplete
www.ics.uci.edu/prospective/vi/degrees/computer-game-science	incomplete
www.ics.uci.edu/community/news/view_news?id=1130	incomplete
www.ics.uci.edu/~gopi	incomplete
www.ics.uci.edu/~mmazmani	incomplete
www.ics.uci.edu/prospective/ko/degrees/minors	incomplete
www.ics.uci.edu/community/news/view_news?id=1139	incomplete
www.ics.uci.edu/community/news/view_news?id=1138	incomplete
www.ics.uci.edu/facebook	complete
mcs.ics.uci.edu/about/mcs-vs-mscs	incomplete
cml.ics.uci.edu	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=aveidenb	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=nardi	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=isaac	incomplete
www.ics.uci.edu/prospective/ko/contact/student-affairs	incomplete
www.ics.uci.edu/community/news/view_news?id=1252	incomplete
www.ics.uci.edu/~enalisni	incomplete
www.ics.uci.edu/~mirzaeib	incomplete
www.ics.uci.edu/community/news/view_news?id=1182	incomplete
www.ics.uci.edu/prospective/en/uci/campus	complete
www.ics.uci.edu/community/news/view_news?id=1180	incomplete
www.ics.uci.edu/community/news/view_news?id=1228	incomplete
www.ics.uci.edu/community/news/view_news?id=1186	incomplete
www.ics.uci.edu/community/news/view_news?id=1187	incomplete
mhcid.ics.uci.edu/program/curriculum	incomplete
www.ics.uci.edu/community/news/view_news?id=1185	incomplete
www.ics.uci.edu/community/news/view_news?id=1223	incomplete
www.ics.uci.edu/community/news/view_news?id=1222	incomplete
www.ics.uci.edu/community/news/view_news?id=1188	incomplete
www.ics.uci.edu/community/news/view_news?id=1220	incomplete
www.ics.uci.edu/community/news/view_news?id=1227	incomplete
www.ics.uci.edu/community/news/view_news?id=1226	incomplete
www.ics.uci.edu/community/news/view_news?id=1225	incomplete
www.ics.uci.edu/community/news/view_news?id=1224	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=jajones	incomplete
swiki.ics.uci.edu/doku.php/services:webmail	incomplete
www.ics.uci.edu/ugrad/policies/Add_Drop_ChangeOption	complete
www.ics.uci.edu/ugrad/sao	complete
www.ics.uci.edu/%7elab	complete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=gbowker	incomplete
www.ics.uci.edu/~sudderth	incomplete
www.ics.uci.edu/~stauro	incomplete
www.ics.uci.edu/~forouzme	incomplete
www.ics.uci.edu/community/news/press	complete
www.ics.uci.edu/prospective/zh-tw/degrees/business-information-management	incomplete
www.ics.uci.edu/community/news/view_news?id=1248	incomplete
www.ics.uci.edu/community/news/view_news?id=1192	incomplete
www.ics.uci.edu/community/news/view_news?id=1292	incomplete
www.ics.uci.edu/community/news/view_news?id=1290	incomplete
www.ics.uci.edu/community/news/view_news?id=1291	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=sjordan	incomplete
www.ics.uci.edu/computing/contact	complete
www.ics.uci.edu/~rickl	incomplete
www.ics.uci.edu/grad/courses/index	complete
www.ics.uci.edu/bin/pdf/grad/F17-18%20Graduate%20Student%20Handbook.pdf	complete
www.ics.uci.edu/community/news/view_news?id=1244	incomplete
www.ics.uci.edu/~yunanc	incomplete
www.ics.uci.edu/community/news/view_news?id=1247	incomplete
www.esports.uci.edu/uci-esports-arena.php	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=trammell	incomplete
www.ucr.edu	incomplete
www.ics.uci.edu/community/events/competition	complete
mcs.ics.uci.edu/career/finding-a-job-internship	incomplete
darpahackfest.com	incomplete
www.ics.uci.edu/community/news/view_news?id=1129	incomplete
www.ics.uci.edu/community/scholarships	incomplete
www.ics.uci.edu/prospective/vi/degrees/computer-science-engineering	incomplete
vision.ics.uci.edu	incomplete
www.ics.uci.edu/faculty/index.php?letter=T	incomplete
www.ics.uci.edu/prospective/en/degrees/computer-science	complete
www.ics.uci.edu/computing/account/quota.php	complete
www.nintendo.com/games/detail/monster-hunter-generations-3ds	incomplete
www.linkedin.com/company/uc-irvine-information-and-computer-sciences	incomplete
www.ics.uci.edu/%7edgillen	complete
www.ics.uci.edu/prospective/vi/degrees/data-science	incomplete
youtube.com/UCIBrenICS	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1264	complete
www.ics.uci.edu/~eugenig	incomplete
www.ics.uci.edu/faculty	complete
www.ics.uci.edu/informatics	incomplete
www.ics.uci.edu/about/search/index.php	complete
www.ics.uci.edu/computing/email/group_email.php	complete
www.ics.uci.edu/computing/email	complete
www.ics.uci.edu/~harris	incomplete
www.cecs.uci.edu	incomplete
www.ics.uci.edu/~nalini	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=thornton	incomplete
www.ics.uci.edu/prospective	complete
www.ics.uci.edu/~dutt	incomplete
www.ics.uci.edu/community/news/view_news?id=1211	incomplete
www.ics.uci.edu/~lab	complete
www.ics.uci.edu/computing/policy/ethics_summary.php	complete
www.ics.uci.edu/ugrad/index	complete
www.ics.uci.edu/community/news/press/view_press?id=160	incomplete
www.ics.uci.edu/prospective/vi/student-life/diversity	incomplete
www.ics.uci.edu/~boyanw1	incomplete
www.ics.uci.edu/~wmt	incomplete
mcs.ics.uci.edu/career/international-students	incomplete
www.ics.uci.edu/ICS/ics/community/events/competition	incomplete
mhcid.ics.uci.edu/people/mhcid-current-students	incomplete
www.ics.uci.edu/~mlevorat	incomplete
www.ics.uci.edu/~jesmaeln	incomplete
www.ics.uci.edu/prospective/ko	complete
www.ics.uci.edu/~gmark	incomplete
www.ics.uci.edu/ugrad/policies/Course_Outside_UCI	complete
www.ics.uci.edu/~chenli	incomplete
www.ics.uci.edu/~franz	incomplete
www.ics.uci.edu/~kibler	incomplete
www.ics.uci.edu/~standish	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=ksquire	incomplete
www.ics.uci.edu/prospective/en/careers/alumni	incomplete
www.ics.uci.edu/~jajones	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=emj	incomplete
www.ics.uci.edu/community/news/view_news?id=1256	complete
intranet.ics.uci.edu	complete
www.ics.uci.edu/about/brenhall	complete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=rwblack	incomplete
mhcid.ics.uci.edu/admissions/admissions-overview	incomplete
www.ics.uci.edu/about/about_deanmsg.php	complete
www.ics.uci.edu/faculty/index.php?letter=C	incomplete
www.ics.uci.edu/faculty/index.php?letter=B	incomplete
www.ics.uci.edu/faculty/index.php?letter=A	incomplete
mcs.ics.uci.edu/career/interviewing	incomplete
www.ics.uci.edu/faculty/index.php?letter=G	incomplete
www.ics.uci.edu/faculty/index.php?letter=F	incomplete
www.ics.uci.edu/faculty/index.php?letter=E	incomplete
www.ics.uci.edu/faculty/index.php?letter=D	incomplete
www.ics.uci.edu/faculty/index.php?letter=K	incomplete
www.ics.uci.edu/faculty/index.php?letter=J	incomplete
www.ics.uci.edu/faculty/index.php?letter=I	incomplete
www.ics.uci.edu/faculty/index.php?letter=H	incomplete
www.ics.uci.edu/faculty/index.php?letter=O	incomplete
www.ics.uci.edu/faculty/index.php?letter=N	incomplete
www.ics.uci.edu/computing/account/new.php	complete
www.ics.uci.edu/faculty/index.php?letter=L	incomplete
www.ics.uci.edu/faculty/index.php?letter=S	incomplete
www.ics.uci.edu/faculty/index.php?letter=R	incomplete
www.ics.uci.edu/faculty/index.php?letter=Q	incomplete
www.ics.uci.edu/faculty/index.php?letter=P	incomplete
www.ics.uci.edu/faculty/index.php?letter=W	incomplete
www.ics.uci.edu/faculty/index.php?letter=V	incomplete
www.ics.uci.edu/community/news/view_news?id=1148	incomplete
www.ics.uci.edu/community/news/view_news?id=1149	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1272	incomplete
www.ics.uci.edu/faculty/index.php?letter=Z	incomplete
www.ics.uci.edu/community/news/view_news.php?id=1270	incomplete
www.ics.uci.edu/faculty/index.php?letter=X	incomplete
www.ics.uci.edu/community/news/view_news?id=1142	incomplete
www.ics.uci.edu/community/news/view_news?id=1143	incomplete
www.ics.uci.edu/community/news/view_news?id=1140	incomplete
www.ics.uci.edu/community/news/view_news?id=1141	incomplete
www.ics.uci.edu/community/news/view_news?id=1267	complete
www.ics.uci.edu/community/news/view_news?id=1266	incomplete
www.ics.uci.edu/community/news/view_news?id=1265	incomplete
www.ics.uci.edu/community/news/view_news?id=1264	incomplete
www.ics.uci.edu/community/news/view_news?id=1263	complete
www.ics.uci.edu/community/news/view_news?id=1262	complete
www.ics.uci.edu/community/news/view_news?id=1261	incomplete
www.ics.uci.edu/community/news/view_news?id=1260	incomplete
www.ics.uci.edu/~sternh	incomplete
www.ics.uci.edu/community/news/view_news?id=1269	incomplete
www.ics.uci.edu/community/news/view_news?id=1268	incomplete
mhcid.ics.uci.edu/admissions/online-information-sessions	incomplete
www.ics.uci.edu/~redmiles	incomplete
www.ics.uci.edu/prospective/en/student-life/bren-ics-organizations	incomplete
www.ics.uci.edu/~wangk7	incomplete
www.ics.uci.edu/computing/contact/who.php	complete
www.ics.uci.edu/prospective/ko/degrees/ics-undeclared-pre-major	incomplete
mhcid.ics.uci.edu	complete
www.ics.uci.edu/prospective/en/degrees/minors	complete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=lopes	incomplete
www.ics.uci.edu/faculty/index.php?letter=Y	incomplete
www.ics.uci.edu/~guoqingx	incomplete
www.ics.uci.edu/%7Elab	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=aihler	incomplete
www.ics.uci.edu/prospective/en/opportunities/honors	complete
www.ics.uci.edu/faculty/index.php?department=Informatics	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=bnan	incomplete
www.ics.uci.edu/computing/linux/gsu.php	complete
www.ics.uci.edu/~tmuck	incomplete
www.ics.uci.edu/prospective/zh-tw/degrees/minors	incomplete
mcs.ics.uci.edu/current-students/once-admitted/vv	incomplete
www.ics.uci.edu/computing/linux/sge.php	complete
www.ics.uci.edu/grad/admissions/Prospective_ApplicationProcess.php	complete
www.ics.uci.edu/community/news/view_news.php?id=1266	complete
www.pokemongo.com	incomplete
www.ics.uci.edu/ugrad/policies/Laptop_ComputerUse	complete
www.ics.uci.edu/~tkaczmar	incomplete
www.ics.uci.edu/grad/degrees/index	complete
www.ics.uci.edu/~taylor	incomplete
www.ics.uci.edu/prospective/ko/degrees/computer-science	incomplete
www.ics.uci.edu/~marios	incomplete
www.ics.uci.edu/prospective/zh-tw/degrees/ics-undeclared-pre-major	incomplete
www.nsf.gov/awardsearch/showAward?AWD_ID=1305430	incomplete
www.youtube.com/UCIBrenICS	incomplete
www.ics.uci.edu/about/kfflab	incomplete
www.ics.uci.edu/prospective/en/student-life/campus-involvement	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=mguindan	incomplete
dre.sourceforge.net	incomplete
www.ics.uci.edu/~qiuxiz	incomplete
www.ics.uci.edu/prospective/en/admissions/transfer	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=gopi	incomplete
www.ics.uci.edu/~kobsa	incomplete
www.se4s.org	incomplete
www.ics.uci.edu/~pfbaldi	incomplete
www.ics.uci.edu/prospective/ko/admissions/freshmen	incomplete
mcs.ics.uci.edu/prospective-students/cost-and-financial-aid	incomplete
mhcid.ics.uci.edu/program/events/career-conference	incomplete
www.ics.uci.edu/computing/account/activate.php	complete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=jpd	incomplete
www.ics.uci.edu/%7Elab/policies	incomplete
www.ics.uci.edu/~yliu	incomplete
www.ics.uci.edu/computing/services/printing.php	complete
www.ics.uci.edu/~dzhang3	incomplete
www.ics.uci.edu/computerscience	incomplete
www.ics.uci.edu/about/visit/index.php	complete
www.ics.uci.edu/community/news/view_news?id=1161	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=sternh	incomplete
www4.in.tum.de/~penzenst	incomplete
www.ics.uci.edu/~bic	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=iharris	incomplete
www.ics.uci.edu/prospective/vi/degrees/ics-undeclared-pre-major	incomplete
www.ics.uci.edu/community/news/student_blogs	complete
www.ics.uci.edu/~nardi	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=emilyo	incomplete
www.ics.uci.edu/ugrad/sao/SAO_Events.php	complete
www.ics.uci.edu/prospective/en/degrees/computer-science-engineering	complete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=babaks	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=gmark	incomplete
www.ics.uci.edu/~sajjadt	incomplete
www.ics.uci.edu/community/news/view_news?id=1200	incomplete
www.ics.uci.edu/~taow4	incomplete
www.ics.uci.edu/faculty/profiles/view_faculty.php?ucinetid=mbdillen	incomplete
www.ics.uci.edu/ugrad/policies/Withdrawal_Readmission	complete
www.ics.uci.edu/grad/forms/index	complete
www.ics.uci.edu/~wayne	incomplete
www.ics.uci.edu/ugrad/Academic%20Plan%20worksheet.pdf	incomplete
www.ics.uci.edu/community/news/view_news?id=1181	incomplete
